Name,Organisation,Country,Pays,URL,Description,Location,Latitude,Longitude
Statistical Office,Serbia,Serbia,Serbie,http://webrzs.stat.gov.rs/website/,,"44.8000,20.4667",44.8,20.4667
Ministry Of Education,Seychelles,Seychelles,Seychelles,http://education.gov.sc,,"-4.6167,55.4500",-4.6167,55.45
National Bureau Of Statistics,Seychelles,Seychelles,Seychelles,http://nsb.gov.sc,,"-4.6167,55.4500",-4.6167,55.45
National Meteorological Services,Seychelles,Seychelles,Seychelles,http://pps.gov.sc/,,"-4.6167,55.4500",-4.6167,55.45
African Development Bank Group Open Data,Seychelles,Seychelles,Seychelles,http://seychelles.opendataforafrica.org/,,"-4.6167,55.4500",-4.6167,55.45
African Development Bank Group Open Data,Sierra Leone,Sierra Leone,Sierra Leone,http://sierraleone.opendataforafrica.org/,,"8.4844,-13.2344",8.4844,-13.2344
Statistics Sierra Leone,Sierra Leone,Sierra Leone,Sierra Leone,http://statistics.sl,,"8.4844,-13.2344",8.4844,-13.2344
Singapore Opendata,Government Of Singapore,Singapore,Singapour,http://data.gov.sg/,"Catalog for the Singapore OpenData Discovering data, inspiring ideas","1.3666667,103.8",1.3666667,103.8
Meteorological Services Division,Singapore,Singapore,Singapour,http://nea.gov.sg/,,"1.3000,103.8000",1.3,103.8
Department Of Statistics,Singapore,Singapore,Singapour,http://singstat.gov.sg,,"1.3000,103.8000",1.3,103.8
Singapore Land Authority,Singapore,Singapore,Singapour,http://sla.gov.sg,,"1.3000,103.8000",1.3,103.8
State Geological Survey Of The Slovak Republic,Slovak Republic,Slovak Republic,Slovaquie,http://geology.sk,,"48.1500,17.1167",48.15,17.1167
Štatistický Úrad Sr,Slovak Republic,Slovak Republic,Slovaquie,http://portal.statistics.sk,,"48.1500,17.1167",48.15,17.1167
Slovak Hydrometeorological Institute,Slovak Republic,Slovak Republic,Slovaquie,http://shmu.sk/,,"48.1500,17.1167",48.15,17.1167
Datanest Aliance Fair Play,Slovak Republic,Slovak Republic,Slovaquie,http://tanest.fair-play.sk/datasets,,"48.1500,17.1167",48.15,17.1167
Mapovy Klient Zbgis,Slovak Republic,Slovak Republic,Slovaquie,http://zbgis.skgeodesy.sk/tkgis,,"48.1500,17.1167",48.15,17.1167
Slovak Republic National Data Portal,Government Of The Slovak Republic,Slovakia,Slovaquie,http://data.gov.sk/,"A CKAN based portal, started in April 2012. At launch with 19 closed data sets.","48.6666667,19.5",48.6666667,19.5
Slovakia Data Catalogue,Aliancia Fair-play,Slovakia,Slovaquie,http://datanest.fair-play.sk/datasets,Slovakia Public Data Catalogue,"48.6666667,19.5",48.6666667,19.5
Geological Survey Of Slovenia,Slovenia,Slovenia,Slovénie,http://geo-zs.si,,"46.0500,14.5000",46.05,14.5
Meteorological Office,Slovenia,Slovenia,Slovénie,http://rzs-hm.si/,,"46.0500,14.5000",46.05,14.5
Statistical Office Of The Republic Of Slovenia,Slovenia,Slovenia,Slovénie,http://stat.si,,"46.0500,14.5000",46.05,14.5
Solomon Islands Meteorological Service,Solomon Islands,Solomon Islands,Îles Salomon,http://met.gov.sb/,,"-9.4667,159.8167",-9.4667,159.8167
National Statistics Office,Solomon Islands,Solomon Islands,Îles Salomon,http://spc.int/prism/solomons,,"-9.4667,159.8167",-9.4667,159.8167
African Development Bank Group Open Data,Somalia,Somalia,Somalie,http://somalia.opendataforafrica.org/,,"2.0333,45.3500",2.0333,45.35
Univerisity Of Kwazulu-natal - African Centre For Population/health Studies,South Africa,South Africa,Afrique du Sud,http://africacentre.ac.za/default.aspx?tabid=69,,"-29.0000,31.0000",-29,31
Statistics South Africa,South Africa,South Africa,Afrique du Sud,http://beta2.statssa.gov.za,,"2.0333,45.3500",2.0333,45.35
Cape Town Open Data Portal,South Africa,South Africa,Afrique du Sud,http://ctcs.capetown.gov.za/opendataportal/,,"-33.9253,18.4239",-33.9253,18.4239
Open Data South Africa,Open Data & Democracy Initiative (odadi),South Africa,Afrique du Sud,http://data.codingfordemocracy.org/,A community portal for Open Data in South Africa.,"-29,24",-29,24
Department Of Basic Education,South Africa,South Africa,Afrique du Sud,http://education.gov.za,,"-30.0000,25.0000",-30,25
Council For Geoscience,South Africa,South Africa,Afrique du Sud,http://geoscience.org.za,,"-30.0000,25.0000",-30,25
African Development Bank Group Open Data,South Africa,South Africa,Afrique du Sud,http://southafrica.opendataforafrica.org/,,"-30.0000,25.0000",-30,25
South African Weather Service,South Africa,South Africa,Afrique du Sud,http://weathersa.co.za/,,"-30.0000,25.0000",-30,25
African Development Bank Group Open Data,South Sudan,South Sudan,Soudan du Sud,http://southsudan.opendataforafrica.org/,,"4.8500,31.6000",4.85,31.6
National Bureau Of Statistics,South Sudan,South Sudan,Soudan du Sud,http://ssnbs.orgssnbs,,"4.8500,31.6000",4.85,31.6
Valencia,Spain,Spain,Espagne,http://.valencia.es/ayuntamiento/datosabiertos.nsf/,,"39.4667,-0.3833",39.4667,-0.3833
Open Data Portal Galicia,Xunta De Galicia,Spain,Espagne,http://abertos.xunta.es/portada,"Dataportal of the regional government of Galicia, Spain. Launched Feb 2012","42.7550795451,-7.8662109375",42.75507955,-7.866210938
Agencia Estatal De Meteorología,Spain,Spain,Espagne,http://aemet.es,,"40.4333,-3.7000",40.4333,-3.7
Badalona Open Data,City of Bardalona,Spain,Espagne,http://badalona.cat/portalweb/badalona.portal?_nfpb=true&_pagelabel=opendata,Badalona Open Data Catalog,"41.4500446632,2.24741220474",41.45004466,2.247412205
Dades Obertes Caib - Baleraic Islands,Spain,Spain,Espagne,http://caib.es/caibdatafront,,"39.5000,3.0000",39.5,3
Balearic Islands Open Data,Spain,Spain,Espagne,http://caib.es/caibdatafront/,,"39.5000,3.0000",39.5,3
Lleida Open Data,City of Lleida,Spain,Espagne,http://cartolleida.paeria.es/lleidaoberta/inici.aspx,Lleida Open Data Catalog,"41.6166667,0.6166667",41.6166667,0.6166667
Catalonia Open Data Catalog,Generalitat de Catalunya,Spain,Espagne,http://dadesobertes.gencat.cat,Catalonia Open Data Catalog / Generalitat de Catalunya,"41.8204550961,1.86767578125",41.8204551,1.867675781
Gijón Public Data Catalogue,Ayuntamiento de Gijón,Spain,Espagne,http://datos.gijon.es,City of Gijón Public Data Catalogue,"43.535731,-5.661519",43.535731,-5.661519
Spain Government Data Portal,Government Of Spain,Spain,Espagne,http://datos.gob.es,Spanish national government data portal.,"40,-4",40,-4
Madrid Open Data,Spain,Spain,Espagne,http://datos.gob.es/datos/?q=node/31072,,"40.4000,-3.6833",40.4,-3.6833
Lorca,Spain,Spain,Espagne,http://datos.lorca.es/,,"37.6798,-1.6944",37.6798,-1.6944
Datos Abiertos Santander,Santander,Spain,Espagne,http://datos.santander.es/,,"43.4614013,-3.8462423",43.4614013,-3.8462423
Zaragoza Public Data Catalogue,Zaragoza,Spain,Espagne,http://datos.zaragoza.es,Zaragoza Public Data Catalogue,"41.6560643303,-0.877339839935",41.65606433,-0.8773398399
Junta De Castilla Y León Open Data,Spain,Spain,Espagne,http://datosabiertos.jcyl.es,,"41.3833,-4.4500",41.3833,-4.45
Gavà Obert,Spain,Spain,Espagne,http://gavaobert.gavaciutat.cat,,"41.3072,2.0039",41.3072,2.0039
Grain,International Organizations,Spain,Espagne,http://grain.org/article/entries/4479-grain-releases-data-set-with-over-400-global-land-grabs#,,"41.3833,2.1833",41.3833,2.1833
Institute Of Geology And Mines,Spain,Spain,Espagne,http://igme.es,,"40.4333,-3.7000",40.4333,-3.7
Instituto Nacional De Estadísticaexternal Link,Spain,Spain,Espagne,http://ine.e,,"40.4333,-3.7000",40.4333,-3.7
Regional Government Of Andalusia,Spain,Spain,Espagne,http://juntadeandalucia.es/datosabiertos/portal.html,,"37.3833,-5.9833",37.3833,-5.9833
Aragon Open Data,Spain,Spain,Espagne,http://opendata.aragon.es,,"41.0000,-1.0000",41,-1
Barcelona Open Data,Spain,Spain,Espagne,http://opendata.bcn.cat/opendata/ca,,"41.3833,2.1833",41.3833,2.1833
Cáceres Open Data,Spain,Spain,Espagne,http://opendata.caceres.es/,,"39.48333,-6.36667",39.48333,-6.36667
Open Data Euskadi,Basque Government,Spain,Espagne,http://opendata.euskadi.net,"Open Data Euskadi.

-The open data catalog of the Basque Government (Spain). Since 2010, April.","43.3568885956,-3.01145553589",43.3568886,-3.011455536
Portal De Datos Abiertos De Jccm,Junta De Comunidades De Castilla-la Mancha,Spain,Espagne,http://opendata.jccm.es/,Open data portal of the Spanish autonomous community Castilla-La Mancha.,"39.5,-3",39.5,-3
Open Data Navarra,Navarra,Spain,Espagne,http://opendata.navarra.es,Open Data Catalog of Navarre. Update 20/10/2015: not online anymore,"42.75,-1.6666667",42.75,-1.6666667
Terrassa Open Data,Spain,Spain,Espagne,http://opendata.terrassa.cat/,,"41.5611,2.0081",41.5611,2.0081
Córdoba Open Data,Spain,Spain,Espagne,http://opendatacordoba.com,,"37.8833,-4.7667",37.8833,-4.7667
Spanish Open Data Intiatives,Spain,Spain,Espagne,http://opengov.es,,"40.4333,-3.7000",40.4333,-3.7
Pamplona Open Data,Spain,Spain,Espagne,http://pamplona.es/verpagina.asp?idpag=1519&idioma=1,,"42.8167,-1.6500",42.8167,-1.65
University Of Madrid: Ships 1750 - 1855,Spain,Spain,Espagne,http://pendientedemigracion.ucm.es/info/cliwoc/cliwoc15.htm,,"40.4492,-3.7281",40.4492,-3.7281
Proyecto Aporta - Spanish Public Data Catalogue,"Ministerio de Industria, Energía y Turismo de España",Spain,Espagne,http://www.aporta.es/web/guest/buscador_de_catalogos,Aporta project. Spanish Public Data Catalogue,"40,-4",40,-4
Opendata Bcn,Barcelona's City Council,Spain,Espagne,http://www.bcn.cat/opendata/,Barcelona Public Open Data Catalogue,"41.3887868891,2.15898513794",41.38878689,2.158985138
Balearic Islands Open Data,Balearic Islands Regional Government,Spain,Espagne,http://www.caib.es/caibdatafront/,Balearic Islands Open Data Catalog,"39.3546088038,3.12906503677",39.3546088,3.129065037
Data Portal Castilla Y León,Junta De Castilla Y León,Spain,Espagne,http://www.datosabiertos.jcyl.es/,Regional data portal for Castilla y León in Spain. Launched March 2012,"42.6,-5.5666667",42.6,-5.5666667
Extremadura Reutiliza,Extremadura Reutiliza,Spain,Espagne,http://www.extremadurareutiliza.es/,"Open Data initiative in Extremadura, Spain. It has been shut down by regional government","39,-6",39,-6
Andalusia Data Portal,Regional Government Of Andalusia,Spain,Espagne,http://www.juntadeandalucia.es/datosabiertos/portal.html,Regional government data portal by the government of Andalusia.,"37.8852862723,-4.77682113647",37.88528627,-4.776821136
Department Of Resources - Integrated Survey,Sri Lanka,Sri Lanka,Sri Lanka,http://erd.gov.lk/publicweb/erddocs.html,,"7.0000,81.0000",7,81
Department Of Meteorology,Sri Lanka,Sri Lanka,Sri Lanka,http://meteo.slt.lk/,,"7.0000,81.0000",7,81
Department Of Census And Statistic,Sri Lanka,Sri Lanka,Sri Lanka,http://statistics.gov.lk,,"7.0000,81.0000",7,81
Sudan Central Bureau Of Statistics,Sudan,Sudan,Soudan,http://cbs.gov.sd,,"15.0000,32.0000",15,32
Sudan Meteorological Authority,Sudan,Sudan,Soudan,http://ersad.gov.sd/,,"15.0000,32.0000",15,32
African Development Bank Group Open Data,Sudan,Sudan,Soudan,http://sudan.opendataforafrica.org/,,"15.0000,32.0000",15,32
Meteorological Service,Suriname,Suriname,Suriname,http://meteosur.sr/,,"5.8333,-55.1667",5.8333,-55.1667
Algemeen Bureau Voor De Statistiek,Suriname,Suriname,Suriname,http://statistics-suriname.org,,"5.8333,-55.1667",5.8333,-55.1667
Central Statistics Office,Swaziland,Swaziland,Swaziland,http://gov.sz/index.php?option=com_content;view=article;catid=78%3aeconomic-planning-a-development;id=687%3acentral-statistics-office;itemid=258,,"-26.3167,31.1333",-26.3167,31.1333
Geological Survey & Mines Department,Swaziland,Swaziland,Swaziland,http://gov.sz/index.php?option=com_content&view=article&id=285&itemid=363,,"-26.3167,31.1333",-26.3167,31.1333
African Development Bank Group Open Data,Swaziland,Swaziland,Swaziland,http://swaziland.opendataforafrica.org/,,"-26.3167,31.1333",-26.3167,31.1333
Swaziland Meteorological Service,Swaziland,Swaziland,Swaziland,http://swazimet.gov.sz/,,"-26.3167,31.1333",-26.3167,31.1333
Sweden Bit By Bit,Sweden,Sweden,Suède,http://geodata.se,,"59.3500,18.0667",59.35,18.0667
Open Stockholm,Stockholms Stad,Sweden,Suède,http://open.stockholm.se/,"Open data about Stockholm, the Swedish capital.

As of October 2011, not much data seems to be available yet.

22/03/2012: more data released in preparation for an open data hackday http://open.stockholm.se/oppna-data","59.3325765362,18.0649030209",59.33257654,18.06490302
Openaid.se,Government Of Sweeden,Sweden,Suède,http://openaid.se/,Sweden's aid - openly and in one place,"62,15",62,15
Sweden Open Data,Sweden,Sweden,Suède,http://opengov.se/data,,"59.3500,18.0667",59.35,18.0667
Sweden Open Data,Sweden,Sweden,Suède,http://oppnadata.se/,,"59.3500,18.0667",59.35,18.0667
Örebro Open Data,Sweden,Sweden,Suède,http://orebro.se/psidata,,"59.2739,15.2075",59.2739,15.2075
Statistiska Centralbyrn,Sweden,Sweden,Suède,http://scb,,"59.3500,18.0667",59.35,18.0667
Geology Survey Of Sweden,Sweden,Sweden,Suède,http://sgu.se,,"59.3500,18.0667",59.35,18.0667
Swedish Meteorological And Hydrological Institute,Sweden,Sweden,Suède,http://smhi.se/,,"59.3500,18.0667",59.35,18.0667
Opengov Sweden Catalog,Peter Krantz,Sweden,Suède,http://www.opengov.se/data,Opengov.se is an initiative to highlight available public datasets in Sweden.,"62,15",62,15
Open Umea,Umeå Kommun,Sweden,Suède,http://www.openumea.se/,Open Data from the Municipality of Umea.,"63.8284245148,20.2597224712",63.82842451,20.25972247
Bank For International Settlements Statistics,International Organizations,Switzerland,Suisse,http://bis.org/statistics/,,"47.5667,7.6000",47.5667,7.6
Zurich Open Data,Switzerland,Switzerland,Suisse,http://data.stadt-zuerich.ch/content/portal/de/index/ogd/daten.html,,"47.3667,8.5500",47.3667,8.55
Sitg Geneva's Territorial Information System,Switzerland,Switzerland,Suisse,http://ge.ch/sitg/sitg_catalog/sitg_donnees,,"46.2000,6.1500",46.2,6.15
Meteoswiss,Switzerland,Switzerland,Suisse,http://meteoswiss.ch/,,"46.8333,8.3333",46.8333,8.3333
Switzerland Government Open Data,Switzerland,Switzerland,Suisse,http://opendata.admin.ch/,,"46.8333,8.3333",46.8333,8.3333
Cern Open Data,European Union,Switzerland,Suisse,http://opendata.cern.ch,,"46.2342,6.0528",46.2342,6.0528
Swiss Statistics,Switzerland,Switzerland,Suisse,http://statistics.admin.ch,,"46.8333,8.3333",46.8333,8.3333
World Meteorological Society,International Organizations,Switzerland,Suisse,http://wmo.int,,"46.2000,6.1500",46.2,6.15
International Federation Of Associated Wrestling Styles,International Organizations,Switzerland,Suisse,http://www.fila-official.com/index.php?option=com_content&view=article&id=768&itemid=100236&lang=en,,"46.4667,6.8500",46.4667,6.85
"Central Geological Survey, Moea","Taiwan, Province Of China","Taiwan, Republic Of China","Taïwan, République de Chine",http://moeacgs.gov.tw,,"23.5000,121.0000",23.5,121
National Statistics Republic Of China (taiwan),"Taiwan, Province Of China","Taiwan, Republic Of China","Taïwan, République de Chine",http://stat.gov.tw/,,"23.5000,121.0000",23.5,121
Taiwan Open Data,"Taiwan, Province Of China","Taiwan, Republic Of China","Taïwan, République de Chine",http://www.opendata.tw/,,"23.5000,121.0000",23.5,121
Main Administration Of Hydrometeorology And Monitoring Of The Environment,Tajikistan,Tajikistan,Tadjikistan,http://meteo.tj/,,"38.5500,68.8000",38.55,68.8
State Statistical Committee,Tajikistan,Tajikistan,Tadjikistan,http://stat.tj,,"38.5500,68.8000",38.55,68.8
Geological Survey Of Tanzania,"Tanzania, United Republic Of","Tanzania, United Republic Of",Tanzanie,http://gst.go.tz,,"-6.3070,34.8540",-6.307,34.854
Tanzania Meteorological Agency,"Tanzania, United Republic Of","Tanzania, United Republic Of",Tanzanie,http://meteo.go.tz,,"-6.3070,34.8540",-6.307,34.854
National Bureau Of Statistics,"Tanzania, United Republic Of","Tanzania, United Republic Of",Tanzanie,http://nbs.go.tz,,"-6.3070,34.8540",-6.307,34.854
Open Government Partnership,"Tanzania, United Republic Of","Tanzania, United Republic Of",Tanzanie,http://opengov.go.tz,,"-6.3070,34.8540",-6.307,34.854
African Development Bank Group Open Data,"Tanzania, United Republic Of","Tanzania, United Republic Of",Tanzanie,http://tanzania.opendataforafrica.org/,,"-6.3070,34.8540",-6.307,34.854
Open Data Thailand,Community-led portal,Thailand,Thaïlande,http://catalog.opendata.in.th/,"Community-led open data CKAN portal for Thailand.

** Currently dormant **","13.0108336,96.9937247",13.0108336,96.9937247
